EmployeeID,Age,Gender,Department,JobRole,Education,EducationField,MaritalStatus,MonthlyIncome,DistanceFromHome,YearsAtCompany,TrainingHours,LastPromotionYears,PerformanceRating,WorkLifeBalance,OverTime,Attrition
19849,45,Male,R&D,Research Scientist,5,Marketing,Single,10191,26,3,171,1,4,3,No,No
19850,30,Male,Operations,Operations Manager,4,Technical Degree,Married,5680,47,2,48,3,3,3,No,No
19851,45,Male,Sales,Account Manager,3,Human Resources,Married,10012,46,4,103,6,3,3,No,No
19852,36,Male,R&D,R&D Manager,4,Life Sciences,Single,8148,39,0,117,5,3,3,Yes,Yes
19853,43,Male,Finance,Accountant,3,Medical,Divorced,3609,18,2,94,10,4,2,No,No
19854,47,Male,Sales,Account Manager,2,Other,Divorced,3670,41,2,42,6,4,3,Yes,No
19855,54,Male,R&D,R&D Manager,4,Life Sciences,Single,5472,24,2,79,4,4,3,No,No
19856,50,Female,Marketing,Marketing Executive,4,Technical Degree,Married,5869,44,2,120,9,3,2,Yes,No
19857,32,Male,Finance,Accountant,4,Other,Single,4717,28,2,0,6,4,2,No,No
19858,54,Male,Marketing,Marketing Manager,3,Technical Degree,Married,9263,20,0,165,3,3,3,No,No
19859,35,Female,IT,Developer,3,Life Sciences,Married,6252,39,2,130,9,4,3,No,No
19860,34,Female,IT,Developer,4,Technical Degree,Married,6803,17,4,178,7,3,3,No,No
19861,37,Male,HR,HR Manager,3,Life Sciences,Single,2765,21,0,34,6,3,3,No,No
19862,56,Male,Sales,Sales Executive,1,Technical Degree,Married,1500,50,3,197,7,5,3,No,No
19863,46,Female,R&D,Research Scientist,5,Technical Degree,Married,8600,18,3,33,1,4,3,No,No
19864,54,Male,R&D,Research Scientist,4,Technical Degree,Married,2999,50,2,155,5,4,3,Yes,No
19865,54,Male,Marketing,Marketing Executive,4,Other,Married,5151,2,7,149,5,4,3,No,No
19866,47,Male,R&D,R&D Manager,1,Medical,Married,5739,37,3,136,1,5,4,Yes,No
19867,58,Female,Sales,Account Manager,3,Technical Degree,Married,6378,36,1,103,7,3,3,Yes,No
19868,57,Female,Finance,Financial Analyst,3,Marketing,Divorced,4507,17,0,131,4,2,3,No,No
19869,28,Female,R&D,R&D Manager,4,Marketing,Single,3500,43,1,44,0,4,3,No,No
19870,31,Male,Sales,Account Manager,4,Marketing,Single,4419,6,3,173,5,4,4,No,No
19871,34,Male,Sales,Sales Executive,4,Marketing,Married,1500,35,3,164,10,4,3,Yes,No
19872,40,Male,Operations,Ops Executive,3,Life Sciences,Single,7224,40,1,111,6,3,4,No,No
19873,54,Female,R&D,Research Scientist,4,Technical Degree,Married,7553,34,1,129,2,3,3,No,No
19874,52,Female,Sales,Account Manager,4,Technical Degree,Single,7226,22,3,159,5,3,3,No,No
19875,38,Male,R&D,R&D Manager,4,Technical Degree,Married,6302,37,4,5,8,3,4,No,No
19876,42,Female,R&D,Lab Technician,5,Technical Degree,Married,9222,32,4,80,0,3,3,No,No
19877,32,Male,Sales,Sales Manager,4,Marketing,Married,9535,10,1,34,7,3,3,Yes,No
19878,20,Male,Marketing,Marketing Executive,2,Life Sciences,Married,9087,6,3,43,8,3,3,No,No
19879,48,Female,R&D,Lab Technician,5,Medical,Married,5795,13,4,118,7,3,3,No,No
19880,43,Male,Sales,Account Manager,3,Other,Married,5579,6,5,131,5,3,3,No,No
19881,35,Male,Marketing,Content Specialist,5,Life Sciences,Single,6183,36,1,99,9,3,3,No,No
19882,44,Male,IT,System Admin,4,Life Sciences,Married,4003,33,4,161,5,3,3,Yes,No
19883,42,Female,R&D,Research Scientist,4,Other,Single,6521,2,3,130,3,3,3,No,No
19884,47,Female,R&D,R&D Manager,3,Other,Single,6164,16,6,123,2,2,1,No,No
19885,35,Female,Operations,Operations Manager,2,Marketing,Married,8640,40,1,10,4,3,3,Yes,No
19886,57,Female,R&D,R&D Manager,2,Life Sciences,Married,10121,25,4,48,9,4,1,No,No
19887,30,Male,HR,HR Manager,4,Technical Degree,Married,6793,20,1,137,4,2,4,No,No
19888,22,Male,R&D,Lab Technician,3,Marketing,Married,8012,27,2,199,8,3,4,No,No
19889,34,Female,R&D,Research Scientist,3,Technical Degree,Married,5962,46,4,176,6,3,1,No,No
19890,20,Female,Finance,Accountant,5,Life Sciences,Married,8290,15,0,30,4,4,3,No,No
19891,26,Female,R&D,R&D Manager,3,Technical Degree,Single,8540,40,0,38,9,4,1,No,No
19892,20,Female,Sales,Sales Executive,4,Other,Married,10214,10,2,123,9,3,4,Yes,No
19893,51,Female,Operations,Ops Executive,3,Technical Degree,Single,1500,38,4,13,7,4,3,No,No
19894,28,Male,Sales,Account Manager,3,Technical Degree,Single,7718,27,3,179,4,3,3,No,No
19895,48,Male,R&D,R&D Manager,4,Life Sciences,Single,5196,17,0,196,3,3,4,No,No
19896,45,Female,HR,HR Executive,4,Technical Degree,Single,7411,22,0,143,4,5,4,No,No
19897,42,Female,IT,IT Manager,2,Life Sciences,Married,7488,39,0,123,6,4,4,No,No
19898,48,Female,R&D,R&D Manager,3,Life Sciences,Married,3610,14,3,50,3,3,2,No,No
19899,57,Male,IT,IT Manager,4,Life Sciences,Single,1500,49,1,111,4,3,2,No,No
19900,52,Male,Sales,Account Manager,2,Marketing,Single,6986,43,1,152,2,3,3,No,No
19901,26,Female,Finance,Financial Analyst,3,Life Sciences,Single,4813,28,3,8,4,3,3,No,No
19902,31,Female,Operations,Ops Executive,4,Life Sciences,Single,8055,8,5,186,3,4,2,No,No
19903,50,Female,Operations,Logistics Manager,4,Technical Degree,Single,5491,8,2,125,6,3,3,No,No
19904,51,Male,HR,Recruiter,4,Technical Degree,Single,8199,29,6,183,5,4,3,No,No
19905,39,Female,R&D,Research Scientist,3,Technical Degree,Married,6996,41,1,151,2,4,3,No,No
19906,36,Female,Sales,Sales Manager,3,Other,Married,1746,1,2,26,9,3,4,No,No
19907,55,Female,R&D,R&D Manager,4,Marketing,Single,6028,45,2,50,0,3,3,No,No
19908,22,Male,R&D,R&D Manager,2,Life Sciences,Single,5999,9,5,68,2,3,2,Yes,No
19909,20,Male,Sales,Sales Executive,3,Marketing,Married,5021,8,1,29,2,5,3,No,No
19910,46,Female,Marketing,Content Specialist,4,Human Resources,Married,7662,4,5,183,0,4,3,No,No
19911,59,Male,Operations,Operations Manager,4,Technical Degree,Single,3362,21,1,89,3,5,3,No,Yes
19912,52,Male,Sales,Sales Manager,2,Life Sciences,Married,10623,5,2,112,5,3,2,No,No
19913,39,Male,HR,HR Executive,3,Marketing,Single,1867,41,3,157,3,2,4,No,Yes
19914,33,Female,IT,Developer,3,Life Sciences,Married,1784,49,2,136,10,4,3,No,Yes
19915,55,Male,Sales,Sales Manager,4,Technical Degree,Single,7760,41,2,133,6,4,3,No,No
19916,24,Male,R&D,Research Scientist,4,Marketing,Married,12452,41,4,53,0,3,3,No,No
19917,42,Female,R&D,R&D Manager,3,Life Sciences,Single,4132,38,2,58,5,3,3,No,No
19918,34,Female,Sales,Account Manager,1,Life Sciences,Married,7373,23,3,53,8,3,3,No,No
19919,25,Male,Finance,Accountant,4,Other,Single,9254,23,3,7,1,3,3,No,No
19920,52,Male,Marketing,Content Specialist,5,Life Sciences,Single,5327,2,3,126,9,4,4,No,No
19921,38,Female,R&D,Research Scientist,4,Other,Married,4430,3,1,147,3,3,2,Yes,No
19922,32,Male,HR,HR Executive,4,Life Sciences,Divorced,9863,11,2,16,9,3,3,No,No
19923,48,Female,R&D,Lab Technician,5,Medical,Divorced,7017,28,1,16,10,3,3,No,No
19924,25,Male,Operations,Ops Executive,3,Marketing,Married,7655,3,7,142,2,3,4,No,No
19925,34,Female,Operations,Logistics Manager,3,Other,Married,2216,9,1,32,5,3,4,Yes,No
19926,35,Female,Sales,Sales Manager,1,Life Sciences,Divorced,7330,32,3,43,2,2,3,Yes,No
19927,43,Female,Operations,Operations Manager,5,Marketing,Single,8872,45,5,164,1,3,3,No,No
19928,42,Male,Sales,Sales Executive,3,Life Sciences,Single,7464,46,3,41,7,3,3,No,No
19929,29,Female,Sales,Sales Manager,3,Marketing,Single,7583,10,2,187,0,4,3,No,No
19930,36,Male,Finance,Finance Manager,1,Technical Degree,Married,10863,49,0,61,9,3,3,No,No
19931,49,Female,R&D,Lab Technician,3,Other,Divorced,7691,12,3,108,10,3,3,Yes,No
19932,29,Male,R&D,Research Scientist,1,Technical Degree,Married,9568,44,4,4,7,4,3,No,No
19933,38,Female,Finance,Finance Manager,3,Marketing,Married,8389,20,4,25,5,1,4,No,No
19934,48,Male,Sales,Sales Executive,5,Technical Degree,Married,4320,41,2,116,10,3,3,No,Yes
19935,21,Female,R&D,R&D Manager,2,Marketing,Married,6772,12,2,180,1,3,3,No,No
19936,55,Male,R&D,Research Scientist,3,Other,Married,7738,9,6,127,1,2,3,Yes,No
19937,38,Male,R&D,Lab Technician,2,Technical Degree,Married,1500,25,3,74,0,3,3,No,No
19938,26,Male,Sales,Sales Manager,4,Life Sciences,Single,6566,11,4,10,1,4,4,No,No
19939,45,Male,Sales,Sales Manager,3,Other,Married,9629,9,5,66,3,3,4,No,No
19940,34,Male,Operations,Ops Executive,3,Technical Degree,Single,3237,45,2,74,8,3,3,No,No
19941,57,Male,Operations,Operations Manager,4,Marketing,Single,2710,45,1,186,10,3,2,No,Yes
19942,22,Female,Sales,Sales Executive,4,Other,Single,7027,13,2,23,7,3,3,No,No
19943,57,Male,Sales,Sales Manager,5,Life Sciences,Married,2560,13,3,86,8,5,4,No,No
19944,35,Female,Finance,Financial Analyst,1,Technical Degree,Married,9401,7,3,139,10,3,3,No,No
19945,21,Male,Marketing,Marketing Manager,3,Other,Married,4455,12,5,176,10,3,3,Yes,No
19946,50,Female,R&D,Lab Technician,5,Marketing,Single,8034,41,4,16,0,2,3,No,Yes
19947,47,Male,Operations,Ops Executive,4,Life Sciences,Divorced,3264,23,5,200,5,3,3,Yes,Yes
19948,26,Female,R&D,Lab Technician,4,Technical Degree,Married,12058,27,1,18,7,4,4,No,No
19949,49,Female,Marketing,Marketing Executive,4,Life Sciences,Single,12625,28,1,142,9,3,3,No,No
19950,26,Male,Sales,Sales Executive,4,Life Sciences,Single,9382,31,4,9,10,3,4,No,No
19951,55,Female,Marketing,Content Specialist,4,Human Resources,Divorced,3952,34,2,45,3,2,3,No,Yes
19952,48,Male,R&D,R&D Manager,2,Other,Divorced,5791,12,2,110,5,3,3,No,No
19953,43,Female,Marketing,Content Specialist,4,Medical,Married,1500,4,3,29,1,4,3,No,No
19954,58,Male,R&D,R&D Manager,4,Life Sciences,Married,9919,20,3,9,8,3,2,No,No
19955,23,Male,R&D,Lab Technician,1,Marketing,Married,6353,36,3,161,4,5,3,No,No
19956,48,Male,Operations,Logistics Manager,3,Life Sciences,Married,5733,3,5,33,3,4,3,Yes,No
19957,24,Female,IT,System Admin,3,Technical Degree,Married,3294,29,5,191,5,2,4,No,Yes
19958,48,Male,Finance,Financial Analyst,4,Human Resources,Married,8958,49,2,44,10,2,3,No,No
19959,49,Female,R&D,Research Scientist,4,Life Sciences,Divorced,7617,6,1,75,8,3,3,Yes,No
19960,48,Male,IT,IT Manager,4,Marketing,Married,6136,5,1,149,1,2,1,No,No
19961,45,Male,Marketing,Content Specialist,4,Life Sciences,Married,7291,43,5,94,9,5,3,No,Yes
19962,38,Female,Sales,Sales Executive,3,Technical Degree,Single,11795,35,1,27,10,2,4,No,No
19963,45,Female,HR,HR Executive,4,Technical Degree,Married,3270,12,2,42,2,4,3,Yes,No
19964,56,Female,Operations,Logistics Manager,3,Life Sciences,Married,2226,38,5,143,6,3,4,No,No
19965,46,Female,Finance,Accountant,4,Life Sciences,Single,3657,47,5,181,8,3,2,Yes,No
19966,49,Female,Operations,Logistics Manager,3,Other,Married,9606,20,0,46,1,4,3,No,No
19967,49,Female,Operations,Operations Manager,1,Life Sciences,Single,6840,25,4,1,5,3,2,No,No
19968,22,Male,IT,System Admin,3,Other,Divorced,3688,32,7,124,4,4,3,No,No
19969,26,Male,IT,Developer,3,Technical Degree,Married,7580,3,4,14,2,3,3,No,No
19970,28,Male,Marketing,Marketing Executive,4,Marketing,Single,4510,46,0,72,3,4,2,Yes,No
19971,32,Male,Operations,Logistics Manager,3,Marketing,Single,6523,1,2,184,6,4,2,No,No
19972,34,Male,Operations,Operations Manager,2,Other,Married,7422,1,1,67,9,3,3,No,No
19973,24,Female,Sales,Account Manager,5,Other,Married,4175,2,6,73,1,3,4,Yes,No
19974,48,Male,Sales,Sales Executive,3,Technical Degree,Single,1500,13,4,98,3,3,3,No,No
19975,54,Female,HR,HR Manager,5,Life Sciences,Single,6725,18,0,21,1,3,3,No,No
19976,46,Female,IT,System Admin,5,Medical,Married,5419,42,6,114,4,2,3,No,No
19977,46,Male,R&D,R&D Manager,3,Medical,Married,4141,42,1,66,8,3,2,Yes,No
19978,27,Male,Sales,Account Manager,2,Technical Degree,Single,6741,45,0,52,4,3,3,No,No
19979,51,Male,R&D,Research Scientist,4,Other,Single,7868,21,3,199,2,4,4,No,No
19980,39,Female,IT,Developer,4,Other,Single,1500,2,4,122,7,4,2,Yes,No
19981,29,Female,Operations,Ops Executive,3,Life Sciences,Married,6321,24,2,152,6,4,4,Yes,No
19982,32,Male,Operations,Operations Manager,3,Life Sciences,Single,5647,6,4,56,7,4,3,No,No
19983,48,Female,R&D,Research Scientist,4,Technical Degree,Single,4878,3,4,140,8,3,3,No,No
19984,54,Male,R&D,Research Scientist,3,Technical Degree,Single,7955,50,3,37,5,4,3,No,No
19985,27,Female,R&D,R&D Manager,2,Technical Degree,Married,1500,14,3,77,2,4,4,No,No
19986,48,Female,R&D,R&D Manager,5,Marketing,Married,1500,31,4,113,10,3,3,No,No
19987,50,Male,Finance,Finance Manager,5,Life Sciences,Married,1500,30,4,176,0,4,3,No,No
19988,49,Male,R&D,Lab Technician,3,Other,Married,8128,9,2,192,10,3,2,No,Yes
19989,41,Male,Sales,Sales Manager,2,Human Resources,Married,4563,1,0,15,7,3,3,No,No
19990,40,Male,R&D,R&D Manager,4,Marketing,Married,5262,38,3,63,10,3,3,No,No
19991,31,Female,Sales,Sales Executive,3,Other,Single,11113,47,2,80,1,3,3,Yes,Yes
19992,30,Male,Sales,Account Manager,2,Technical Degree,Married,7300,29,5,24,3,3,3,No,Yes
19993,21,Female,R&D,Lab Technician,4,Other,Married,9057,25,2,183,1,3,3,Yes,No
19994,21,Male,Sales,Sales Executive,5,Technical Degree,Married,5799,39,2,175,0,4,4,Yes,No
19995,53,Female,R&D,Lab Technician,3,Other,Single,1500,20,3,74,6,3,3,No,No
19996,22,Female,R&D,Lab Technician,4,Technical Degree,Single,5325,12,1,140,0,3,4,Yes,No
19997,35,Female,Finance,Accountant,2,Technical Degree,Divorced,3509,34,2,177,0,3,3,No,Yes
19998,23,Male,Marketing,Content Specialist,3,Other,Married,3582,22,2,2,3,2,3,No,No
19999,42,Male,R&D,Research Scientist,2,Technical Degree,Married,7174,44,3,155,4,4,1,No,No
20000,39,Female,Finance,Finance Manager,2,Other,Married,1500,14,0,164,8,2,3,No,No
20001,44,Male,Operations,Ops Executive,3,Other,Single,3907,28,1,187,2,2,3,No,Yes
20002,49,Male,R&D,R&D Manager,4,Marketing,Single,4677,7,1,93,10,3,3,No,No
20003,37,Male,Sales,Account Manager,3,Marketing,Single,7935,6,1,170,6,3,2,No,No
20004,30,Female,R&D,Research Scientist,3,Other,Single,12242,36,3,150,8,3,3,Yes,No
20005,48,Female,R&D,R&D Manager,3,Life Sciences,Married,1500,32,1,197,6,3,4,No,No
20006,36,Female,Finance,Financial Analyst,4,Technical Degree,Single,6296,45,5,127,2,2,3,No,No
20007,45,Male,Sales,Sales Executive,3,Life Sciences,Single,4968,26,3,100,0,3,3,No,No
20008,42,Male,Operations,Operations Manager,2,Marketing,Single,6743,6,2,112,2,4,4,No,No
20009,39,Female,Sales,Account Manager,2,Other,Single,13839,34,4,149,10,3,3,No,No
20010,21,Male,Operations,Logistics Manager,2,Other,Single,1786,43,4,179,5,3,3,No,No
20011,43,Male,Marketing,Marketing Manager,3,Other,Single,4196,48,3,197,10,2,3,No,No
20012,50,Female,Marketing,Marketing Manager,2,Other,Single,9826,50,3,2,1,3,4,No,No
20013,46,Male,Operations,Operations Manager,4,Technical Degree,Single,7330,29,2,110,6,4,3,No,No
20014,21,Male,Sales,Sales Executive,5,Life Sciences,Single,8388,6,5,44,9,4,2,Yes,No
20015,33,Male,IT,System Admin,3,Technical Degree,Married,4707,1,5,11,4,2,1,No,No
20016,23,Male,Sales,Sales Manager,3,Marketing,Single,8910,8,8,183,1,5,3,No,No
20017,32,Male,Operations,Ops Executive,3,Technical Degree,Single,8688,8,1,50,0,5,3,No,No
20018,55,Female,R&D,R&D Manager,5,Marketing,Single,7063,26,2,163,4,4,3,No,Yes
20019,54,Male,R&D,R&D Manager,2,Marketing,Married,11935,22,4,104,4,4,4,No,No
20020,27,Male,Operations,Ops Executive,4,Life Sciences,Single,6816,45,2,162,7,3,4,No,No
20021,21,Female,Sales,Sales Manager,3,Other,Married,7276,16,3,81,5,3,3,No,No
20022,25,Female,Sales,Sales Executive,3,Marketing,Single,4677,10,3,54,10,4,2,No,No
20023,50,Male,R&D,Research Scientist,3,Technical Degree,Single,7320,17,2,84,3,3,3,No,No
20024,29,Female,IT,IT Manager,2,Marketing,Single,6874,45,0,181,5,4,1,No,No
20025,40,Female,Finance,Financial Analyst,3,Human Resources,Single,8011,8,4,40,3,3,3,No,No
20026,29,Male,Finance,Financial Analyst,2,Marketing,Married,7121,50,2,138,6,3,2,No,Yes
20027,42,Male,Operations,Ops Executive,3,Life Sciences,Single,7164,20,4,160,5,3,3,Yes,No
20028,22,Male,Sales,Account Manager,4,Technical Degree,Married,4746,49,2,172,7,3,3,No,No
20029,51,Female,R&D,R&D Manager,4,Marketing,Married,8038,1,3,26,3,4,2,No,No
20030,39,Male,IT,System Admin,3,Other,Married,6551,44,1,74,10,3,3,Yes,No
20031,29,Male,Finance,Accountant,1,Technical Degree,Married,5025,31,6,184,7,3,3,No,No
20032,48,Female,R&D,Lab Technician,2,Life Sciences,Married,3649,22,2,32,1,3,4,Yes,No
20033,53,Male,Sales,Account Manager,4,Marketing,Single,8511,43,5,184,8,3,1,No,No
20034,56,Female,Sales,Sales Manager,3,Other,Single,8496,25,4,198,9,3,4,No,No
20035,39,Female,Sales,Sales Executive,5,Life Sciences,Single,5653,12,3,110,7,4,2,No,No
20036,27,Male,R&D,Lab Technician,4,Life Sciences,Single,2167,29,3,22,0,3,3,No,No
20037,26,Female,Sales,Sales Executive,2,Marketing,Single,10479,2,1,193,4,3,3,No,No
20038,25,Male,R&D,Lab Technician,4,Other,Married,9974,14,1,36,1,3,3,No,No
20039,30,Male,Sales,Account Manager,4,Technical Degree,Married,13173,50,4,167,10,4,3,No,No
20040,37,Male,IT,Developer,4,Technical Degree,Single,1500,24,0,128,1,3,3,No,Yes
20041,48,Female,Operations,Ops Executive,4,Other,Single,5171,25,3,57,9,4,2,No,No
20042,44,Female,R&D,R&D Manager,3,Life Sciences,Single,3790,47,1,69,5,3,3,No,No
20043,40,Male,R&D,Research Scientist,4,Marketing,Single,1500,24,5,189,2,4,2,No,No
20044,22,Male,Marketing,Content Specialist,4,Technical Degree,Single,6174,12,1,157,2,4,3,No,No
20045,37,Male,R&D,R&D Manager,4,Life Sciences,Single,6748,3,1,163,3,2,3,No,Yes
20046,43,Female,Marketing,Marketing Executive,4,Technical Degree,Single,5777,15,2,163,10,4,2,No,No
20047,57,Female,Sales,Account Manager,2,Medical,Single,1500,45,7,74,3,4,3,Yes,No
20048,29,Female,Operations,Ops Executive,3,Life Sciences,Single,7844,10,3,192,3,4,2,No,No
20049,46,Female,R&D,Research Scientist,5,Technical Degree,Single,2434,10,5,102,2,3,4,No,Yes
20050,31,Female,Sales,Account Manager,3,Other,Single,9135,40,7,45,10,3,3,No,No
20051,26,Male,Marketing,Marketing Executive,3,Life Sciences,Single,8977,42,2,38,7,4,3,No,No
20052,36,Male,Marketing,Content Specialist,3,Life Sciences,Single,7176,27,2,111,9,3,3,Yes,No
20053,20,Female,R&D,Lab Technician,2,Technical Degree,Married,4779,6,2,143,5,3,3,No,No
20054,45,Male,Marketing,Marketing Executive,2,Other,Married,6430,38,2,124,2,4,4,No,No
20055,34,Male,Sales,Sales Executive,3,Life Sciences,Single,4158,30,1,83,1,4,4,No,No
20056,52,Female,Finance,Accountant,3,Technical Degree,Single,7894,9,1,38,7,5,3,No,No
20057,56,Female,Sales,Sales Executive,4,Life Sciences,Single,10238,40,1,160,5,3,2,No,No
20058,50,Male,Sales,Sales Executive,3,Other,Single,9893,33,3,137,7,4,3,No,No
20059,54,Female,IT,IT Manager,4,Technical Degree,Single,6081,23,1,38,10,3,3,No,No
20060,20,Female,R&D,R&D Manager,3,Life Sciences,Single,10234,21,2,133,4,3,3,No,Yes
20061,27,Male,Sales,Sales Manager,4,Technical Degree,Single,7015,1,3,123,5,3,2,Yes,No
20062,31,Male,R&D,Lab Technician,4,Technical Degree,Married,1500,40,6,189,2,4,3,No,Yes
20063,38,Male,Sales,Account Manager,2,Technical Degree,Divorced,9902,47,3,162,1,3,2,No,No
20064,44,Male,Finance,Finance Manager,3,Marketing,Married,6555,12,2,90,3,4,3,Yes,Yes
20065,51,Female,Sales,Sales Manager,4,Marketing,Married,7399,35,1,4,2,3,3,No,No
20066,31,Male,Operations,Logistics Manager,4,Medical,Single,4810,46,3,140,1,2,3,No,Yes
20067,32,Male,R&D,Lab Technician,5,Life Sciences,Married,10022,23,3,144,5,5,3,No,No
20068,47,Male,R&D,R&D Manager,3,Life Sciences,Single,3785,34,1,57,1,4,3,No,No
20069,20,Male,R&D,R&D Manager,5,Marketing,Divorced,9749,34,5,150,2,3,3,No,Yes
20070,25,Male,Finance,Financial Analyst,3,Technical Degree,Married,3051,27,6,79,2,3,2,No,No
20071,27,Female,Sales,Sales Manager,2,Technical Degree,Single,6804,32,4,74,9,4,3,No,No
20072,23,Male,R&D,Research Scientist,3,Technical Degree,Married,10144,19,5,189,6,3,4,No,No
20073,24,Female,R&D,Lab Technician,2,Marketing,Single,10459,18,3,40,3,3,3,No,No
20074,44,Female,Operations,Operations Manager,4,Life Sciences,Single,8566,8,1,198,7,5,3,Yes,Yes
20075,41,Male,Sales,Sales Manager,5,Human Resources,Married,9352,49,4,112,9,3,3,No,No
20076,47,Female,Operations,Logistics Manager,5,Marketing,Single,8778,35,6,115,5,3,3,No,No
20077,58,Female,Sales,Account Manager,4,Life Sciences,Married,4754,48,1,42,2,4,3,No,No
20078,42,Male,Sales,Account Manager,3,Technical Degree,Single,7559,49,2,68,1,3,2,No,No
20079,23,Male,Sales,Sales Manager,5,Other,Single,6857,36,1,161,10,3,4,No,No
20080,23,Female,Sales,Sales Manager,3,Life Sciences,Married,9284,49,0,196,1,3,4,No,No
20081,40,Female,R&D,Lab Technician,5,Life Sciences,Married,9486,49,3,164,2,4,3,No,No
20082,56,Male,Marketing,Content Specialist,5,Marketing,Single,6171,28,3,8,9,2,2,No,No
20083,21,Male,Sales,Sales Manager,3,Technical Degree,Single,5719,36,3,130,0,3,4,No,No
20084,26,Male,R&D,R&D Manager,1,Technical Degree,Married,9153,38,2,90,6,4,3,Yes,Yes
20085,35,Male,R&D,Lab Technician,3,Life Sciences,Married,5456,44,2,175,9,3,4,No,Yes
20086,36,Female,R&D,R&D Manager,4,Life Sciences,Married,9429,39,5,79,4,3,2,Yes,No
20087,39,Male,R&D,Research Scientist,4,Technical Degree,Married,6430,40,4,152,2,4,3,Yes,No
20088,42,Male,Operations,Ops Executive,4,Medical,Married,4365,50,4,166,2,3,3,No,No
20089,53,Male,Sales,Sales Manager,2,Other,Single,4858,5,3,24,9,3,3,No,No
20090,30,Male,IT,Developer,2,Technical Degree,Single,1500,38,2,146,7,2,1,Yes,No
20091,53,Male,R&D,R&D Manager,5,Life Sciences,Single,5817,49,7,56,9,4,3,No,No
20092,52,Male,R&D,Research Scientist,3,Life Sciences,Married,7918,13,2,89,2,3,3,No,No
20093,45,Male,R&D,Research Scientist,4,Technical Degree,Married,13657,15,6,150,0,3,3,No,No
20094,21,Female,R&D,R&D Manager,5,Technical Degree,Married,4149,4,4,97,5,4,2,No,No
20095,42,Female,Sales,Sales Manager,4,Medical,Married,4976,38,6,63,2,3,2,No,No
20096,41,Male,Sales,Account Manager,3,Life Sciences,Married,3997,31,4,119,6,3,4,No,No
20097,53,Male,R&D,R&D Manager,3,Life Sciences,Single,3699,30,5,70,6,3,3,Yes,No
20098,34,Male,Operations,Logistics Manager,4,Other,Single,7744,2,2,54,5,4,3,No,No
20099,29,Male,Sales,Account Manager,3,Technical Degree,Single,4828,7,3,137,9,3,3,No,No
20100,34,Male,IT,System Admin,4,Technical Degree,Divorced,3831,9,4,63,1,3,3,Yes,No
20101,48,Male,R&D,R&D Manager,1,Life Sciences,Married,7211,29,2,48,4,4,3,Yes,No
20102,42,Female,Operations,Ops Executive,4,Marketing,Married,7653,30,4,47,2,4,3,No,No
20103,36,Male,R&D,Lab Technician,5,Marketing,Single,3903,19,0,81,3,4,3,No,No
20104,28,Male,Sales,Sales Manager,5,Other,Married,9269,22,4,13,9,4,3,No,No
20105,55,Female,Marketing,Marketing Executive,3,Technical Degree,Single,11003,49,3,157,2,3,3,No,No
20106,28,Female,Sales,Sales Executive,3,Life Sciences,Married,8132,36,1,94,10,3,3,No,No
20107,35,Male,HR,Recruiter,3,Other,Single,7623,3,8,191,1,5,3,No,No
20108,55,Male,HR,HR Executive,3,Human Resources,Single,1500,30,2,59,6,4,4,Yes,No
20109,52,Male,R&D,R&D Manager,3,Marketing,Single,3456,37,5,17,1,3,3,No,No
20110,50,Male,Marketing,Marketing Manager,4,Life Sciences,Married,1857,16,7,9,4,3,3,Yes,No
20111,25,Male,Operations,Operations Manager,1,Technical Degree,Married,8790,2,2,59,8,3,3,No,No
20112,29,Male,Operations,Ops Executive,3,Other,Single,8938,41,5,194,1,4,3,Yes,No
20113,35,Male,Marketing,Marketing Executive,3,Technical Degree,Married,7332,11,3,3,5,3,3,No,No
20114,23,Female,R&D,Research Scientist,3,Other,Married,5245,47,4,161,6,4,3,No,No
20115,41,Female,Sales,Sales Manager,2,Other,Married,5204,28,3,199,2,2,3,No,No
20116,32,Male,IT,IT Manager,3,Technical Degree,Married,17570,29,6,52,2,4,3,No,No
20117,35,Male,R&D,Lab Technician,4,Technical Degree,Single,8397,27,2,39,9,3,4,No,No
20118,48,Male,Sales,Sales Manager,4,Life Sciences,Married,5720,45,3,129,4,3,4,Yes,Yes
20119,25,Male,R&D,Lab Technician,3,Life Sciences,Single,7469,6,1,62,10,4,3,No,No
20120,45,Male,Marketing,Marketing Manager,3,Human Resources,Single,2158,38,3,33,7,3,3,Yes,No
20121,30,Female,Sales,Account Manager,3,Other,Married,7717,18,2,196,5,4,4,No,No
20122,43,Female,Operations,Operations Manager,1,Technical Degree,Single,5246,40,7,181,1,5,3,No,No
20123,48,Female,R&D,Research Scientist,2,Technical Degree,Married,7516,5,3,198,10,4,3,Yes,No
20124,22,Female,Sales,Account Manager,4,Technical Degree,Married,3156,10,2,183,1,4,3,No,No
20125,29,Female,Operations,Ops Executive,1,Technical Degree,Single,11468,22,2,117,5,3,1,No,No
20126,20,Female,Marketing,Marketing Executive,1,Other,Divorced,3346,41,4,191,10,3,2,No,No
20127,45,Female,R&D,Research Scientist,2,Marketing,Married,4974,24,4,76,4,5,1,No,No
20128,31,Male,R&D,R&D Manager,3,Technical Degree,Married,2695,7,5,9,6,2,2,Yes,No
20129,33,Male,R&D,R&D Manager,3,Medical,Single,3821,33,2,157,1,3,4,No,No
20130,44,Female,Operations,Operations Manager,2,Medical,Married,5586,12,2,140,3,4,4,Yes,No
